Wall time,Step,Value
1707336127.4462962,3000,3.279874086380005
1707336140.4033988,6000,5.012260913848877
1707336149.0154455,8000,-0.5636342167854309
1707336155.7584453,9500,-2.3402910232543945
1707336168.9836636,12500,-1.6726877689361572
1707336196.0326946,18500,2.187093734741211
1707336204.6126966,20500,-2.7683653831481934
1707336208.9026945,21500,-0.7529585957527161
1707336213.4196947,22500,-4.970584869384766
1707336215.6267915,23000,0.8571684956550598
1707336219.9887915,24000,4.134369373321533
1707336233.622946,27000,7.233705997467041
1707336235.7519474,27500,2.096327304840088
1707336237.9729457,28000,-3.619790554046631
1707336240.1474652,28500,14.265336990356445
1707336260.4314656,33000,-0.8650836944580078
1707336266.8724644,34500,-6.276469707489014
1707336273.440465,36000,-12.689730644226074
1707336275.6064634,36500,3.6306209564208984
1707336277.776464,37000,-1.8706319332122803
1707336279.9214642,37500,-3.223155975341797
1707336290.5404642,40000,-18.646194458007812
1707336307.7614703,44000,-1.0238537788391113
1707336323.1771314,47500,-5.118506908416748
1707336342.473289,51500,-2.6953866481781006
1707336348.9742873,53000,0.6589100956916809
1707336351.148287,53500,-0.719840407371521
1707336366.7830176,57000,1.3206712007522583
1707336377.5120165,59500,-1.3280829191207886
1707336395.1860168,63500,-0.9012129902839661
1707336401.5570161,65000,3.080204486846924
1707336403.7010179,65500,4.185388088226318
1707336423.0710177,70000,-0.4294118881225586
1707336427.2800162,71000,2.467872142791748
1707336429.4650168,71500,-1.7242742776870728
1707336431.5560176,72000,-5.08405065536499
1707336447.182017,75500,0.47689399123191833
1707336458.3180163,78000,3.5853030681610107
1707336462.5820172,79000,-2.77748966217041
1707336464.7055411,79500,1.559093713760376
1707336473.226972,81500,2.369337320327759
1707336484.2448254,84000,-5.48065710067749
1707336486.3883548,84500,-5.136800289154053
1707336492.807925,86000,-2.3438236713409424
1707336505.685926,89000,-2.067974328994751
1707336507.8079247,89500,0.05224207043647766
1707336512.3569236,90500,3.2134995460510254
1707336518.8049252,92000,-8.142430305480957
1707336523.3939269,93000,3.611396312713623
1707336525.5779243,93500,4.03822660446167
1707336529.8649254,94500,0.35976195335388184
1707336534.1159258,95500,-4.131496906280518
1707336536.3189242,96000,3.89546537399292
1707336552.8842278,99500,0.009556636214256287
1707336571.0201442,103500,-1.9897432327270508
1707336573.590223,104000,-2.2852396965026855
1707336575.7832232,104500,-12.414514541625977
1707336584.4098809,106500,1.3935601711273193
1707336606.4968796,111500,0.27646294236183167
1707336608.5778804,112000,3.732508897781372
1707336612.8658793,113000,2.396850109100342
1707336621.3213985,115000,-1.008476972579956
1707336627.6273994,116500,0.9773653745651245
1707336629.7204015,117000,2.0894112586975098
1707336632.0233974,117500,2.2980570793151855
1707336638.5333986,119000,-0.3095932602882385
1707336665.7051458,125000,-6.944368839263916
1707336678.614493,128000,1.2416417598724365
1707336684.959546,129500,-4.212540626525879
1707336689.18255,130500,-3.3246681690216064
1707336691.2985973,131000,3.8094658851623535
1707336695.842598,132000,-1.5108301639556885
1707336704.2906544,134000,-0.00804997980594635
1707336712.8706539,136000,-3.5499558448791504
1707336717.292718,137000,-0.42619165778160095
1707336728.5005841,139500,3.7697887420654297
1707336758.3726528,146500,-4.436624050140381
1707336768.9441733,149000,0.8788402676582336
1707336771.0651734,149500,-1.432742953300476
1707336780.437175,151500,-6.136196613311768
1707336783.1391737,152000,4.580847263336182
1707336792.397176,154000,-1.9952532052993774
1707336794.847174,154500,-4.841343879699707
1707336799.5041733,155500,2.1337532997131348
1707336805.9881735,157000,0.3955983817577362
1707336817.1111748,159500,1.5419405698776245
1707336819.2541738,160000,0.2594211995601654
1707336821.4601734,160500,4.594152450561523
1707336832.1381733,163000,-3.7829651832580566
1707336834.2861745,163500,3.287442684173584
1707336836.4881737,164000,-1.3496315479278564
1707336843.8431745,165500,-2.8934476375579834
1707336863.5801733,170000,0.02908674255013466
1707336867.8751743,171000,-3.601916551589966
1707336881.089174,174000,0.2542541027069092
1707336910.1931753,180500,4.077746391296387
1707336916.7291749,182000,0.022311782464385033
1707336925.491175,184000,-0.6835397481918335
1707336934.597173,186000,4.006892681121826
