Wall time,Step,Value
1707135530.2459753,388,77.13656616210938
1707135551.300272,1064,66.40823364257812
1707135560.9822726,1376,65.2203369140625
1707135585.3508856,2208,61.45683288574219
1707135588.4348373,2312,61.45134353637695
1707135592.7807744,2468,61.45709991455078
1707135605.0283635,2885,61.50426483154297
1707135609.4692023,3046,61.74609375
1707135634.3676243,3842,62.527061462402344
1707135639.1575372,4001,62.90764617919922
1707135673.0641944,5068,62.9761962890625
1707135692.0167086,5490,62.88437271118164
1707135699.1981661,5651,63.02734375
1707135701.5041647,5704,63.02523422241211
1707135716.359164,6076,62.83247375488281
1707135743.1371648,6775,63.26771545410156
1707135768.757165,7476,63.64344787597656
1707135789.0526865,8068,63.639488220214844
1707135798.743042,8337,63.600101470947266
1707135804.7621834,8500,63.69501495361328
1707135820.6631823,8979,63.378662109375
1707135822.5181816,9035,63.57204055786133
1707135840.7361815,9566,63.28361892700195
1707135849.4911823,9830,62.90678787231445
1707135853.097181,9937,62.95857238769531
1707135854.9501824,9993,62.998046875
1707135862.1657097,10209,63.184688568115234
1707135876.387709,10632,62.749786376953125
1707135891.2373815,11058,63.072242736816406
1707135893.3833826,11111,63.116294860839844
1707135902.4993815,11377,62.927772521972656
1707135922.1913817,11959,62.74464797973633
1707135932.9893806,12277,62.65385055541992
1707135941.9943805,12544,62.79458999633789
1707135971.2072313,13347,63.14952087402344
1707135983.546273,13665,63.053016662597656
1707135993.4821582,13935,63.239967346191406
1707136007.0401986,14315,63.300296783447266
1707136014.801714,14529,63.403926849365234
1707136018.5877156,14634,63.363487243652344
1707136054.541753,15640,62.65289306640625
1707136064.093752,15907,62.702003479003906
1707136066.1307526,15961,62.74818801879883
1707136076.0222747,16223,62.69896697998047
1707136085.7852728,16491,62.88901901245117
1707136090.8442724,16597,62.890689849853516
1707136106.3018017,17022,62.84252166748047
1707136108.1398013,17074,62.79248809814453
1707136128.6348019,17662,62.99811935424805
1707136149.3803885,18142,62.94607925415039
1707136167.141389,18569,63.137046813964844
1707136201.2935672,19425,63.23344802856445
1707136209.392565,19640,63.18812561035156
1707136232.0137048,20175,63.24087905883789
1707136323.7498176,22521,63.16523742675781
1707136325.6778166,22574,63.21089172363281
1707136341.741818,23001,63.2579460144043
1707136361.8291993,23484,63.05718231201172
1707136366.2405722,23592,63.20222854614258
1707136368.4758143,23646,63.20355987548828
1707136374.729146,23809,63.338897705078125
1707136387.265666,24129,63.443214416503906
1707136405.0986636,24610,63.433616638183594
1707136410.8496668,24769,63.19367218017578
1707136412.8516648,24822,63.24250793457031
