Wall time,Step,Value
1707036254.7000349,3000,326.9598388671875
1707036274.7180367,9500,286.307861328125
1707036283.093037,12500,247.6759490966797
1707036305.109546,20500,205.5349578857422
1707036307.7045465,21500,-1783.808349609375
1707036312.0617335,23000,-2966.10009765625
1707036314.5557327,24000,216.7782745361328
1707036322.1347327,27000,221.8423309326172
1707036326.2349024,28500,194.95022583007812
1707036345.4959025,36000,-1774.9273681640625
1707036349.3339033,37500,-3599.321044921875
1707036355.5819018,40000,185.2232208251953
1707036365.876903,44000,127.09918212890625
1707036374.9969025,47500,148.62741088867188
1707036385.7804253,51500,129.11141967773438
1707036389.6472719,53000,101.00382995605469
1707036391.1542706,53500,97.46159362792969
1707036399.9942703,57000,-4449.88037109375
1707036416.7742703,63500,53.1635856628418
1707036433.4032702,70000,67.82002258300781
1707036447.5272715,75500,34.719879150390625
1707036453.9577887,78000,-6650.39697265625
1707036457.6627903,79500,31.98538589477539
1707036468.8247597,84000,2.3651835918426514
1707036470.07876,84500,5.2795000076293945
1707036482.8027606,89500,0.3680765628814697
1707036489.0597603,92000,22.908533096313477
1707036491.641761,93000,27.5628662109375
1707036492.9327602,93500,-5916.6845703125
1707036498.1367593,95500,2.3997905254364014
1707036508.6817608,99500,0.0381045863032341
1707036519.096759,103500,41.660728454589844
1707036520.3477604,104000,-1715.380859375
1707036526.6697593,106500,-0.2636644244194031
1707036540.6787603,112000,37.927547454833984
1707036548.2017589,115000,-1.8607031106948853
1707036554.5117593,117500,-9468.404296875
1707036558.2157607,119000,17.273042678833008
1707036574.1407623,125000,-3.899148464202881
1707036582.3097599,128000,19.496978759765625
1707036589.1751792,130500,4.8241119384765625
1707036598.4241788,134000,58.711082458496094
1707036603.8761795,136000,38.96208572387695
1707036606.4721792,137000,-6888.17041015625
1707036631.6705928,146500,-10.049747467041016
1707036638.2915947,149000,33.03813552856445
1707036639.6975935,149500,-6.6142120361328125
1707036646.5025926,152000,-7.541248321533203
1707036652.9095926,154500,-2.5023155212402344
1707036655.4825933,155500,27.579967498779297
1707036665.9415932,159500,20.645160675048828
1707036667.2275941,160000,45.34341812133789
1707036676.3371077,163500,25.951969146728516
1707036681.3921084,165500,25.132043838500977
1707036693.022108,170000,2.9158718585968018
1707036703.3691084,174000,5.700679779052734
1707036725.0221083,182000,25.25632095336914
1707036730.2841084,184000,9.208294868469238
1707036738.1431084,187000,-3.6426773071289062
1707036743.3591082,189000,0.6293295621871948
1707036745.9091082,190000,-70.1634521484375
1707036802.0901089,211000,1.7847789525985718
1707036803.43211,211500,-5.921845436096191
1707036806.1131077,212500,35.88774490356445
1707036814.7141087,215500,23.13789176940918
1707036827.2381089,220000,2.571624755859375
1707036830.1021082,221000,17.074321746826172
1707036831.5621088,221500,-10.505366325378418
1707036835.9581091,223000,-2207.72216796875
1707036844.959108,226000,9.793196678161621
1707036857.2701077,230500,3.012385845184326
1707036861.4951081,232000,2.853071689605713
1707036862.851108,232500,-28.764598846435547
1707036876.8291085,237500,31.193429946899414
1707036901.2121084,246000,14.480926513671875
1707036904.2091079,247000,-2256.69287109375
1707036923.4191084,254000,9.159019470214844
1707036930.662108,256500,-19.93710708618164
1707036933.570108,257500,11.336027145385742
1707036937.922108,259000,5.909836292266846
1707036949.325108,263000,-2.883410930633545
1707036957.9141073,266000,-2.650094509124756
1707036961.0681076,267000,0.18475213646888733
1707036965.2631078,268500,22.329822540283203
1707036974.1361084,271500,0.3349490165710449
1707036981.0341074,274000,-16.778112411499023
1707036995.3871095,279000,-1925.4599609375
1707037003.6121075,282000,5.907782077789307
1707037011.749108,285000,-98.03331756591797
1707037017.294108,287000,37.46233367919922
1707037026.195109,290000,13.182535171508789
1707037029.0521083,291000,-9111.1142578125
1707037030.4881084,291500,-4118.33056640625
1707037033.458108,292500,-21.184926986694336
1707037036.729109,293500,-4356.39404296875
1707037038.3171084,294000,6.320704460144043
1707037045.453108,296500,4.152223110198975
1707037046.874109,297000,-8212.443359375
1707037059.908108,301500,-1838.0081787109375
1707037068.356108,304500,-35.39553451538086
1707037071.1561084,305500,-10149.4296875
1707037078.0671077,308000,-4.534836769104004
1707037085.382108,310500,3.4635303020477295
1707037088.1281075,311500,21.356403350830078
1707037106.0271096,317500,-0.9731922149658203
1707037117.1719322,321000,-4.399989128112793
1707037118.661965,321500,-1.0670980215072632
1707037121.7050226,322500,11.210317611694336
1707037124.9000773,323500,2.613283395767212
1707037126.353079,324000,-12433.5048828125
1707037129.2820785,325000,1.9375070333480835
1707037147.4290783,331000,7.4733076095581055
1707037152.1570797,332500,13.53675365447998
1707037158.1060774,334500,-97.45539855957031
1707037162.3935914,336000,-25.56587028503418
1707037166.8535926,337500,-18.085067749023438
1707037173.2461076,339500,-32.71851348876953
1707037174.7351081,340000,76.97105407714844
1707037180.592108,342000,5.143021583557129
1707037187.9311078,344500,-3613.548828125
1707037204.2911084,350000,303.479736328125
1707037210.2102327,352000,77.00977325439453
1707037214.5352323,353500,-3043.568359375
1707037226.3332322,357500,-3133.526123046875
1707037232.8852365,359500,-5825.90234375
1707037237.3782327,361000,148.2682647705078
1707037238.8372343,361500,99.47081756591797
1707037240.2912316,362000,-70.36029052734375
1707037250.4652321,365500,-942.7360229492188
1707037258.974232,368500,183.44406127929688
1707037262.4802332,369500,-576.1275634765625
1707037264.141232,370000,127.51016998291016
1707037270.6762333,372000,-1404.364501953125
1707037277.2792318,374000,-2.8857085704803467
1707037283.8592324,376000,49.59722137451172
1707037285.4772322,376500,-750.8765869140625
1707037292.0112326,378500,-382.8587951660156
1707037305.6832325,383000,175.48367309570312
1707037311.6262317,385000,-134.7811279296875
1707037313.0662327,385500,-53.981224060058594
1707037314.5063372,386000,207.30178833007812
1707037317.356338,387000,280.10345458984375
1707037318.739338,387500,-389.2192687988281
1707037327.50834,390500,-16.67764663696289
1707037333.2543387,392500,258.8728332519531
1707037334.6233385,393000,35.71776580810547
1707037337.4033387,394000,-42.95903778076172
1707037340.2423387,395000,-5994.77880859375
1707037344.4473379,396500,118.6362533569336
1707037345.870338,397000,74.55695343017578
1707037347.2903376,397500,252.3344268798828
1707037348.7233388,398000,-48.7149658203125
1707037353.312338,399500,146.6890869140625
1707037358.9863381,401500,261.6853942871094
1707037366.4186912,404000,-47.713844299316406
1707037367.972687,404500,38.1389274597168
1707037369.4446878,405000,24.187747955322266
1707037378.699663,408000,-169.98777770996094
1707037403.3396635,416500,-3800.81298828125
1707037409.1366627,418500,-84.2476806640625
1707037412.4672358,419500,48.081207275390625
1707037419.6642368,422000,96.88560485839844
1707037455.379542,434000,59.943702697753906
1707037458.32854,435000,95.80961608886719
1707037465.5495417,437500,-47.1933479309082
1707037468.3325408,438500,-15.262140274047852
1707037474.3655405,440500,72.31917572021484
1707037477.162541,441500,-174.97567749023438
1707037488.3735406,445500,67.9398193359375
1707037497.0765433,448500,33.693031311035156
1707037503.470596,450500,84.29136657714844
1707037513.2835956,454000,85.62925720214844
1707037516.075595,455000,32.861114501953125
1707037524.5225954,458000,32.045509338378906
1707037527.213595,459000,-529.2195434570312
1707037531.701631,460500,12.439167976379395
1707037533.101631,461000,338.572265625
1707037535.8576314,462000,224.8128204345703
1707037546.8556309,466000,245.8695831298828
1707037548.134631,466500,-38.33573532104492
1707037552.149631,468000,179.3806610107422
1707037562.3183024,471500,189.4800262451172
1707037566.6493027,473000,27.747995376586914
1707037578.9658196,477500,103.21846008300781
1707037584.2678194,479500,41.8742790222168
1707037588.3198195,481000,-534.5540771484375
1707037589.627822,481500,-24.859561920166016
1707037602.19282,486000,-352.9932861328125
1707037603.55882,486500,378.52850341796875
1707037608.9868205,488500,207.4937286376953
1707037610.3448193,489000,-126.79815673828125
1707037611.7318196,489500,-415.45111083984375
1707037613.11282,490000,-106.27607727050781
1707037618.5668204,492000,-25.08180809020996
1707037619.9518204,492500,-61.08458709716797
1707037624.5343347,494000,109.89244079589844
1707037625.9473343,494500,387.2210693359375
1707037637.577455,498500,-117.20234680175781
1707037643.2054548,500500,192.17611694335938
1707037646.0614543,501500,299.91058349609375
1707037648.7924554,502500,26.756072998046875
1707037650.1364546,503000,-334.86181640625
1707037662.6504555,507500,-3.6104366779327393
1707037666.847455,509000,-144.66781616210938
1707037678.2114563,513000,229.0170440673828
1707037681.4144554,514000,84.96573638916016
1707037687.006455,516000,-108.6717529296875
1707037688.355455,516500,-257.4522399902344
1707037695.468455,519000,-53.36858367919922
1707037704.659455,522500,-77.90291595458984
1707037719.4744549,528000,902.4842529296875
1707037722.0594563,529000,44.3652229309082
1707037729.8634555,532000,26.970401763916016
1707037733.7174563,533500,83.6417007446289
1707037736.2354565,534500,35.4361686706543
1707037741.535455,536500,-481.86944580078125
1707037746.6684556,538500,242.9476318359375
1707037749.1384556,539500,-8.149065971374512
1707037755.3994555,542000,-693.3818969726562
1707037756.6724558,542500,750.1707763671875
1707037757.9264557,543000,-671.8064575195312
1707037768.2634554,547000,521.2738037109375
1707037776.3854554,550000,-308.3963928222656
1707037781.7984552,552000,220.60470581054688
1707037783.0714545,552500,443.88739013671875
1707037784.345456,553000,53.04328536987305
1707037796.349455,557500,101.42952728271484
1707037803.624455,560000,-4548.14697265625
1707037822.4664557,567000,-574.9456787109375
1707037825.1424556,568000,113.09092712402344
1707037853.3344545,578000,-332.82440185546875
1707037854.6594565,578500,18.57626724243164
1707037859.9744563,580500,144.72866821289062
1707037861.7014554,581000,11.18595027923584
1707037863.1594553,581500,84.03147888183594
1707037887.2624552,590500,-28.30219078063965
1707037894.9964554,593000,-8842.556640625
1707037904.1331887,596500,12.828149795532227
1707037905.4501884,597000,13.382669448852539
1707037913.4841886,600000,2.980984926223755
1707037916.2931883,601000,-1.4791390895843506
1707037923.1872318,603500,-5604.701171875
1707037925.835232,604500,-4.9203596115112305
1707037934.110232,607500,8.499825477600098
1707037959.320323,616500,40.843082427978516
1707037962.2773225,617500,112.99894714355469
1707037964.9533236,618500,-24.498193740844727
1707037975.9723237,622500,113.09724426269531
