Wall time,Step,Value
1706876784.2677991,4096,-0.0550791472196579
1706876789.6787992,6144,-0.06960950791835785
1706876802.4587557,10240,-0.08348413556814194
1706876809.3377562,12288,-0.08900418132543564
1706876816.6058075,14336,-0.08989100158214569
1706876823.560842,16384,-0.08661496639251709
1706876829.943842,18432,-0.08455009758472443
1706876836.482843,20480,-0.07605563849210739
1706876843.0638702,22528,-0.07449282705783844
1706876849.8298416,24576,-0.07146589457988739
1706876856.205843,26624,-0.0661131963133812
1706876867.8738418,30720,-0.06204090267419815
1706876873.5828419,32768,-0.060929011553525925
1706876879.2418427,34816,-0.06288252025842667
1706876885.4218423,36864,-0.06317022442817688
1706876891.3368428,38912,-0.05829542875289917
1706876897.0058415,40960,-0.061105355620384216
1706876902.8748426,43008,-0.06309495121240616
1706876908.4148412,45056,-0.06239563599228859
1706876914.2008412,47104,-0.062229495495557785
1706876919.9128413,49152,-0.06313122808933258
1706876925.6828432,51200,-0.06253832578659058
1706876931.4868414,53248,-0.06340934336185455
1706876942.0468426,57344,-0.06166485697031021
1706876947.193841,59392,-0.06200893223285675
1706876952.8028405,61440,-0.05963476747274399
1706876958.3178406,63488,-0.06100435182452202
1706876969.2963607,67584,-0.0588899590075016
1706876974.4643595,69632,-0.0584038682281971
1706876979.8043594,71680,-0.061475202441215515
1706876985.311732,73728,-0.05552729219198227
1706876990.9827302,75776,-0.05650441348552704
1706876997.1493256,77824,-0.05795007944107056
1706877002.9643207,79872,-0.05890363082289696
1706877013.8273213,83968,-0.05759713053703308
1706877019.4943216,86016,-0.058768726885318756
1706877024.7613223,88064,-0.05425238236784935
1706877030.275843,90112,-0.05672803521156311
1706877036.090843,92160,-0.05575660988688469
1706877047.8073528,96256,-0.049772825092077255
1706877053.7496333,98304,-0.052131593227386475
1706877060.091632,100352,-0.05090005695819855
1706877066.2446325,102400,-0.05419560894370079
1706877072.7016332,104448,-0.052203305065631866
1706877078.2176301,106496,-0.04855671525001526
1706877091.350728,110592,-0.04645099490880966
1706877098.0117528,112640,-0.04815548285841942
1706877104.7078166,114688,-0.04345197603106499
1706877111.5318015,116736,-0.05064081400632858
1706877118.2218015,118784,-0.05069530010223389
1706877124.9503202,120832,-0.04503850266337395
1706877131.600723,122880,-0.04459799453616142
1706877138.1737235,124928,-0.049456637352705
1706877145.0267231,126976,-0.047791268676519394
1706877152.304722,129024,-0.04808557778596878
1706877158.3258228,131072,-0.04694973677396774
1706877164.8198223,133120,-0.04912232607603073
1706877176.382822,137216,-0.045753687620162964
1706877182.1038213,139264,-0.04721119999885559
1706877187.8498218,141312,-0.04657357186079025
1706877193.5638213,143360,-0.045837901532649994
1706877199.3878236,145408,-0.04349787160754204
1706877205.116822,147456,-0.04693877324461937
1706877212.315348,149504,-0.04760831966996193
1706877219.2619169,151552,-0.05100933089852333
1706877225.7459192,153600,-0.0491902232170105
1706877231.2309165,155648,-0.04792100191116333
1706877242.1069162,159744,-0.05049823969602585
1706877252.7029164,163840,-0.04858655855059624
1706877258.0979154,165888,-0.04918864741921425
1706877263.803916,167936,-0.050812847912311554
1706877269.468916,169984,-0.049570806324481964
1706877274.6199157,172032,-0.050327118486166
1706877280.490916,174080,-0.04995644837617874
1706877285.9129152,176128,-0.05119625851511955
1706877291.350916,178176,-0.04646133631467819
1706877296.725917,180224,-0.04816463962197304
1706877302.3339186,182272,-0.04714646190404892
1706877307.7119184,184320,-0.04749026522040367
1706877324.7209172,190464,-0.045116811990737915
1706877331.1929178,192512,-0.049248941242694855
1706877337.8949156,194560,-0.04243529587984085
1706877345.7379196,196608,-0.04878326505422592
